family,genus,species,species english
ANATIDAE,ANAS,Anas flavirostris,Speckled Teal
ANATIDAE,THALASSORNIS,Thalassornis leuconotus,White-backed Duck
ANATIDAE,THALASSORNIS,Thalassornis leuconotus,White-backed Duck
ANATIDAE,STICTONETTA,Stictonetta naevosa,Freckled Duck
ANATIDAE,BIZIURA,Biziura lobata,Musk Duck
ANATIDAE,BIZIURA,Biziura lobata,Musk Duck
ANATIDAE,PLECTROPTERUS,Plectropterus gambensis,Spur-winged Goose
ANATIDAE,PLECTROPTERUS,Plectropterus gambensis,Spur-winged Goose
ANATIDAE,HYMENOLAIMUS,Hymenolaimus malacorhynchos,Blue Duck
ANATIDAE,MERGANETTA,Merganetta armata,Torrent Duck
ANATIDAE,MERGANETTA,Merganetta armata,Torrent Duck
ANATIDAE,MERGANETTA,Merganetta armata,Torrent Duck
ANATIDAE,MERGANETTA,Merganetta armata,Torrent Duck
ANATIDAE,MERGANETTA,Merganetta armata,Torrent Duck
ANATIDAE,MERGANETTA,Merganetta armata,Torrent Duck
ANATIDAE,SALVADORINA,Salvadorina waigiuensis,Salvadori's Teal
ANATIDAE,SARKIDIORNIS,Sarkidiornis melanotos,Comb Duck
ANATIDAE,SARKIDIORNIS,Sarkidiornis melanotos,Comb Duck
ANATIDAE,CAIRINA,Cairina moschata,Muscovy Duck
ANATIDAE,AIX,Aix galericulata,Mandarin Duck
ANATIDAE,AIX,Aix sponsa,Wood Duck
ANATIDAE,CHENONETTA,Chenonetta jubata,Maned Duck
ANATIDAE,NETTAPUS,Nettapus auritus,African Pygmy Goose
ANATIDAE,NETTAPUS,Nettapus coromandelianus,Asian Pygmy Goose
ANATIDAE,NETTAPUS,Nettapus coromandelianus,Asian Pygmy Goose
ANATIDAE,NETTAPUS,Nettapus pulchellus,Green Pygmy Goose
ANATIDAE,CALLONETTA,Callonetta leucophrys,Ringed Teal
MEGAPODIIDAE,ALECTURA,Alectura lathami,Australian Brush-turkey
MEGAPODIIDAE,ALECTURA,Alectura lathami,Australian Brush-turkey
MEGAPODIIDAE,AEPYPODIUS,Aepypodius arfakianus,Wattled Brush-turkey
MEGAPODIIDAE,AEPYPODIUS,Aepypodius arfakianus,Wattled Brush-turkey
MEGAPODIIDAE,AEPYPODIUS,Aepypodius bruijnii,Bruijn's Brush-turkey
MEGAPODIIDAE,TALEGALLA,Talegalla cuvieri,Red-billed Brush-turkey
MEGAPODIIDAE,TALEGALLA,Talegalla cuvieri,Red-billed Brush-turkey
MEGAPODIIDAE,TALEGALLA,Talegalla fuscirostris,Black-billed Brush-turkey
MEGAPODIIDAE,TALEGALLA,Talegalla fuscirostris,Black-billed Brush-turkey
MEGAPODIIDAE,TALEGALLA,Talegalla fuscirostris,Black-billed Brush-turkey
MEGAPODIIDAE,TALEGALLA,Talegalla fuscirostris,Black-billed Brush-turkey
MEGAPODIIDAE,TALEGALLA,Talegalla jobiensis,Brown-collared Brush-turkey
MEGAPODIIDAE,TALEGALLA,Talegalla jobiensis,Brown-collared Brush-turkey
MEGAPODIIDAE,LEIPOA,Leipoa ocellata,Malleefowl
MEGAPODIIDAE,MACROCEPHALON,Macrocephalon maleo,Maleo
MEGAPODIIDAE,EULIPOA,Eulipoa wallacei,Moluccan Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius nicobariensis,Nicobar Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius nicobariensis,Nicobar Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius cumingii,Philippine Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius cumingii,Philippine Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius cumingii,Philippine Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius cumingii,Philippine Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius cumingii,Philippine Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius cumingii,Philippine Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius cumingii,Philippine Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius bernsteinii,Sula Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius tenimberensis,Tanimbar Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius layardi,Vanuatu Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius laperouse,Micronesian Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius laperouse,Micronesian Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius pritchardii,Tongan Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius forsteni,Forsten's Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius freycinet,Dusky Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius freycinet,Dusky Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius freycinet,Dusky Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius freycinet,Dusky Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius geelvinkianus,Biak Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius decollatus,New Guinea Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius eremita,Melanesian Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius reinwardt,Orange-footed Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius reinwardt,Orange-footed Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius reinwardt,Orange-footed Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius reinwardt,Orange-footed Megapode
MEGAPODIIDAE,MEGAPODIUS,Megapodius reinwardt,Orange-footed Megapode
CRACIDAE,CHAMAEPETES,Chamaepetes unicolor,Black Guan
CRACIDAE,CHAMAEPETES,Chamaepetes goudotii,Sickle-winged Guan
CRACIDAE,CHAMAEPETES,Chamaepetes goudotii,Sickle-winged Guan
CRACIDAE,CHAMAEPETES,Chamaepetes goudotii,Sickle-winged Guan
CRACIDAE,CHAMAEPETES,Chamaepetes goudotii,Sickle-winged Guan
CRACIDAE,CHAMAEPETES,Chamaepetes goudotii,Sickle-winged Guan
CRACIDAE,PENELOPINA,Penelopina nigra,Highland Guan
CRACIDAE,PENELOPE,Penelope argyrotis,Band-tailed Guan
CRACIDAE,PENELOPE,Penelope argyrotis,Band-tailed Guan
CRACIDAE,PENELOPE,Penelope argyrotis,Band-tailed Guan
CRACIDAE,PENELOPE,Penelope barbata,Bearded Guan
CRACIDAE,PENELOPE,Penelope ortoni,Baudo Guan
CRACIDAE,PENELOPE,Penelope montagnii,Andean Guan
CRACIDAE,PENELOPE,Penelope montagnii,Andean Guan
CRACIDAE,PENELOPE,Penelope montagnii,Andean Guan
CRACIDAE,PENELOPE,Penelope montagnii,Andean Guan
CRACIDAE,PENELOPE,Penelope montagnii,Andean Guan
CRACIDAE,PENELOPE,Penelope marail,Marail Guan
CRACIDAE,PENELOPE,Penelope marail,Marail Guan
CRACIDAE,PENELOPE,Penelope superciliaris,Rusty-margined Guan
CRACIDAE,PENELOPE,Penelope superciliaris,Rusty-margined Guan
CRACIDAE,PENELOPE,Penelope superciliaris,Rusty-margined Guan
CRACIDAE,PENELOPE,Penelope superciliaris,Rusty-margined Guan
CRACIDAE,PENELOPE,Penelope dabbenei,Red-faced Guan
CRACIDAE,PENELOPE,Penelope purpurascens,Crested Guan
CRACIDAE,PENELOPE,Penelope purpurascens,Crested Guan
CRACIDAE,PENELOPE,Penelope purpurascens,Crested Guan
CRACIDAE,PENELOPE,Penelope perspicax,Cauca Guan
CRACIDAE,PENELOPE,Penelope albipennis,White-winged Guan
CRACIDAE,PENELOPE,Penelope jacquacu,Spix's Guan
CRACIDAE,PENELOPE,Penelope jacquacu,Spix's Guan
CRACIDAE,PENELOPE,Penelope jacquacu,Spix's Guan
CRACIDAE,PENELOPE,Penelope jacquacu,Spix's Guan
CRACIDAE,PENELOPE,Penelope obscura,Dusky-legged Guan
CRACIDAE,PENELOPE,Penelope obscura,Dusky-legged Guan
CRACIDAE,PENELOPE,Penelope obscura,Dusky-legged Guan
CRACIDAE,PENELOPE,Penelope pileata,White-crested Guan
CRACIDAE,PENELOPE,Penelope ochrogaster,Chestnut-bellied Guan
CRACIDAE,PENELOPE,Penelope jacucaca,White-browed Guan
CRACIDAE,ABURRIA,Aburria aburri,Wattled Guan
CRACIDAE,PIPILE,Pipile pipile,Trinidad Piping Guan
CRACIDAE,PIPILE,Pipile cumanensis,Blue-throated Piping Guan
CRACIDAE,PIPILE,Pipile cumanensis,Blue-throated Piping Guan
CRACIDAE,PIPILE,Pipile cujubi,Red-throated Piping Guan
CRACIDAE,PIPILE,Pipile cujubi,Red-throated Piping Guan
CRACIDAE,PIPILE,Pipile jacutinga,Black-fronted Piping Guan
CRACIDAE,ORTALIS,Ortalis vetula,Plain Chachalaca
CRACIDAE,ORTALIS,Ortalis vetula,Plain Chachalaca
CRACIDAE,ORTALIS,Ortalis vetula,Plain Chachalaca
CRACIDAE,ORTALIS,Ortalis vetula,Plain Chachalaca
CRACIDAE,ORTALIS,Ortalis cinereiceps,Gray-headed Chachalaca
CRACIDAE,ORTALIS,Ortalis garrula,Chestnut-winged Chachalaca
CRACIDAE,ORTALIS,Ortalis ruficauda,Rufous-vented Chachalaca
CRACIDAE,ORTALIS,Ortalis ruficauda,Rufous-vented Chachalaca
CRACIDAE,ORTALIS,Ortalis erythroptera,Rufous-headed Chachalaca
CRACIDAE,ORTALIS,Ortalis wagleri,Rufous-bellied Chachalaca
CRACIDAE,ORTALIS,Ortalis poliocephala,West Mexican Chachalaca
CRACIDAE,ORTALIS,Ortalis canicollis,Chaco Chachalaca
CRACIDAE,ORTALIS,Ortalis canicollis,Chaco Chachalaca
CRACIDAE,ORTALIS,Ortalis leucogastra,White-bellied Chachalaca
CRACIDAE,ORTALIS,Ortalis columbiana,Colombian Chachalaca
CRACIDAE,ORTALIS,Ortalis guttata,Speckled Chachalaca
CRACIDAE,ORTALIS,Ortalis guttata,Speckled Chachalaca
CRACIDAE,ORTALIS,Ortalis araucuan,East Brazilian Chachalaca
CRACIDAE,ORTALIS,Ortalis squamata,Scaled Chachalaca
CRACIDAE,ORTALIS,Ortalis motmot,Variable Chachalaca
CRACIDAE,ORTALIS,Ortalis motmot,Variable Chachalaca
CRACIDAE,ORTALIS,Ortalis superciliaris,Buff-browed Chachalaca
CRACIDAE,OREOPHASIS,Oreophasis derbianus,Horned Guan
CRACIDAE,NOTHOCRAX,Nothocrax urumutum,Nocturnal Curassow
CRACIDAE,CRAX,Crax rubra,Great Curassow
CRACIDAE,CRAX,Crax rubra,Great Curassow
CRACIDAE,CRAX,Crax alberti,Blue-billed Curassow
CRACIDAE,CRAX,Crax daubentoni,Yellow-knobbed Curassow
CRACIDAE,CRAX,Crax alector,Black Curassow
CRACIDAE,CRAX,Crax alector,Black Curassow
CRACIDAE,CRAX,Crax fasciolata,Bare-faced Curassow
CRACIDAE,CRAX,Crax fasciolata,Bare-faced Curassow
CRACIDAE,CRAX,Crax fasciolata,Bare-faced Curassow
CRACIDAE,CRAX,Crax globulosa,Wattled Curassow
CRACIDAE,CRAX,Crax blumenbachii,Red-billed Curassow
CRACIDAE,MITU,Mitu tomentosum,Crestless Curassow
CRACIDAE,MITU,Mitu salvini,Salvin's Curassow
CRACIDAE,MITU,Mitu tuberosum,Razor-billed Curassow
CRACIDAE,MITU,Mitu mitu,Alagoas Curassow
CRACIDAE,PAUXI,Pauxi pauxi,Helmeted Curassow
CRACIDAE,PAUXI,Pauxi pauxi,Helmeted Curassow
CRACIDAE,PAUXI,Pauxi koepckeae,Sira Curassow
CRACIDAE,PAUXI,Pauxi unicornis,Horned Curassow
NUMIDIDAE,NUMIDA,Numida meleagris,Helmeted Guineafowl
NUMIDIDAE,NUMIDA,Numida meleagris,Helmeted Guineafowl
NUMIDIDAE,NUMIDA,Numida meleagris,Helmeted Guineafowl
NUMIDIDAE,NUMIDA,Numida meleagris,Helmeted Guineafowl
NUMIDIDAE,NUMIDA,Numida meleagris,Helmeted Guineafowl
NUMIDIDAE,NUMIDA,Numida meleagris,Helmeted Guineafowl
NUMIDIDAE,NUMIDA,Numida meleagris,Helmeted Guineafowl
NUMIDIDAE,NUMIDA,Numida meleagris,Helmeted Guineafowl
NUMIDIDAE,NUMIDA,Numida meleagris,Helmeted Guineafowl
NUMIDIDAE,AGELASTES,Agelastes meleagrides,White-breasted Guineafowl
NUMIDIDAE,AGELASTES,Agelastes niger,Black Guineafowl
NUMIDIDAE,ACRYLLIUM,Acryllium vulturinum,Vulturine Guineafowl
NUMIDIDAE,GUTTERA,Guttera plumifera,Plumed Guineafowl
NUMIDIDAE,GUTTERA,Guttera plumifera,Plumed Guineafowl
NUMIDIDAE,GUTTERA,Guttera pucherani,Crested Guineafowl
NUMIDIDAE,GUTTERA,Guttera pucherani,Crested Guineafowl
NUMIDIDAE,GUTTERA,Guttera pucherani,Crested Guineafowl
NUMIDIDAE,GUTTERA,Guttera pucherani,Crested Guineafowl
NUMIDIDAE,GUTTERA,Guttera pucherani,Crested Guineafowl
NUMIDIDAE,GUTTERA,Guttera pucherani,Crested Guineafowl
NUMIDIDAE,GUTTERA,Guttera pucherani,Crested Guineafowl
ODONTOPHORIDAE,PTILOPACHUS,Ptilopachus petrosus,Stone Partridge
ODONTOPHORIDAE,PTILOPACHUS,Ptilopachus petrosus,Stone Partridge
ODONTOPHORIDAE,PTILOPACHUS,Ptilopachus petrosus,Stone Partridge
ODONTOPHORIDAE,PTILOPACHUS,Ptilopachus petrosus,Stone Partridge
ODONTOPHORIDAE,PTILOPACHUS,Ptilopachus nahani,Nahan's Francolin
ODONTOPHORIDAE,DENDRORTYX,Dendrortyx barbatus,Bearded Wood Partridge
ODONTOPHORIDAE,DENDRORTYX,Dendrortyx macroura,Long-tailed Wood Partridge
ODONTOPHORIDAE,DENDRORTYX,Dendrortyx macroura,Long-tailed Wood Partridge
ODONTOPHORIDAE,DENDRORTYX,Dendrortyx macroura,Long-tailed Wood Partridge
ODONTOPHORIDAE,DENDRORTYX,Dendrortyx macroura,Long-tailed Wood Partridge
ODONTOPHORIDAE,DENDRORTYX,Dendrortyx macroura,Long-tailed Wood Partridge
ODONTOPHORIDAE,DENDRORTYX,Dendrortyx macroura,Long-tailed Wood Partridge
ODONTOPHORIDAE,DENDRORTYX,Dendrortyx leucophrys,Buffy-crowned Wood Partridge
ODONTOPHORIDAE,DENDRORTYX,Dendrortyx leucophrys,Buffy-crowned Wood Partridge
ODONTOPHORIDAE,OREORTYX,Oreortyx pictus,Mountain Quail
ODONTOPHORIDAE,OREORTYX,Oreortyx pictus,Mountain Quail
ODONTOPHORIDAE,OREORTYX,Oreortyx pictus,Mountain Quail
ODONTOPHORIDAE,OREORTYX,Oreortyx pictus,Mountain Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla squamata,Scaled Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla squamata,Scaled Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla squamata,Scaled Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla squamata,Scaled Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla douglasii,Elegant Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla douglasii,Elegant Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla douglasii,Elegant Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla douglasii,Elegant Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla douglasii,Elegant Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla californica,California Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla californica,California Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla californica,California Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla californica,California Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla californica,California Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla californica,California Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla gambelii,Gambel's Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla gambelii,Gambel's Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla gambelii,Gambel's Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla gambelii,Gambel's Quail
ODONTOPHORIDAE,CALLIPEPLA,Callipepla gambelii,Gambel's Quail
ODONTOPHORIDAE,PHILORTYX,Philortyx fasciatus,Banded Quail
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus virginianus,Northern Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus nigrogularis,Black-throated Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus nigrogularis,Black-throated Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus nigrogularis,Black-throated Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,COLINUS,Colinus cristatus,Crested Bobwhite
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus gujanensis,Marbled Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus gujanensis,Marbled Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus gujanensis,Marbled Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus gujanensis,Marbled Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus gujanensis,Marbled Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus gujanensis,Marbled Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus gujanensis,Marbled Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus gujanensis,Marbled Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus capueira,Spot-winged Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus capueira,Spot-winged Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus melanotis,Black-eared Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus melanotis,Black-eared Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus erythrops,Rufous-fronted Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus erythrops,Rufous-fronted Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus atrifrons,Black-fronted Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus atrifrons,Black-fronted Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus atrifrons,Black-fronted Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus hyperythrus,Chestnut Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus melanonotus,Dark-backed Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus speciosus,Rufous-breasted Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus speciosus,Rufous-breasted Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus speciosus,Rufous-breasted Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus dialeucos,Tacarcuna Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus strophium,Gorgeted Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus columbianus,Venezuelan Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus leucolaemus,Black-breasted Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus balliviani,Stripe-faced Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus stellatus,Starred Wood Quail
ODONTOPHORIDAE,ODONTOPHORUS,Odontophorus guttatus,Spotted Wood Quail
ODONTOPHORIDAE,DACTYLORTYX,Dactylortyx thoracicus,Singing Quail
ODONTOPHORIDAE,DACTYLORTYX,Dactylortyx thoracicus,Singing Quail
ODONTOPHORIDAE,DACTYLORTYX,Dactylortyx thoracicus,Singing Quail
ODONTOPHORIDAE,DACTYLORTYX,Dactylortyx thoracicus,Singing Quail
ODONTOPHORIDAE,DACTYLORTYX,Dactylortyx thoracicus,Singing Quail
ODONTOPHORIDAE,DACTYLORTYX,Dactylortyx thoracicus,Singing Quail
ODONTOPHORIDAE,DACTYLORTYX,Dactylortyx thoracicus,Singing Quail
ODONTOPHORIDAE,DACTYLORTYX,Dactylortyx thoracicus,Singing Quail
ODONTOPHORIDAE,DACTYLORTYX,Dactylortyx thoracicus,Singing Quail
ODONTOPHORIDAE,DACTYLORTYX,Dactylortyx thoracicus,Singing Quail
ODONTOPHORIDAE,DACTYLORTYX,Dactylortyx thoracicus,Singing Quail
ODONTOPHORIDAE,CYRTONYX,Cyrtonyx montezumae,Montezuma Quail
ODONTOPHORIDAE,CYRTONYX,Cyrtonyx montezumae,Montezuma Quail
ODONTOPHORIDAE,CYRTONYX,Cyrtonyx montezumae,Montezuma Quail
ODONTOPHORIDAE,CYRTONYX,Cyrtonyx montezumae,Montezuma Quail
ODONTOPHORIDAE,CYRTONYX,Cyrtonyx ocellatus,Ocellated Quail
ODONTOPHORIDAE,RHYNCHORTYX,Rhynchortyx cinctus,Tawny-faced Quail
ODONTOPHORIDAE,RHYNCHORTYX,Rhynchortyx cinctus,Tawny-faced Quail
ODONTOPHORIDAE,RHYNCHORTYX,Rhynchortyx cinctus,Tawny-faced Quail
PHASIANIDAE,XENOPERDIX,Xenoperdix udzungwensis,Udzungwa Forest Partridge
PHASIANIDAE,XENOPERDIX,Xenoperdix udzungwensis,Udzungwa Forest Partridge
PHASIANIDAE,ROLLULUS,Rollulus rouloul,Roulroul
PHASIANIDAE,ARBOROPHILA,Arborophila torqueola,Common Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila torqueola,Common Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila torqueola,Common Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila torqueola,Common Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila torqueola,Common Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila rufogularis,Rufous-throated Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila rufogularis,Rufous-throated Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila rufogularis,Rufous-throated Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila rufogularis,Rufous-throated Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila rufogularis,Rufous-throated Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila rufogularis,Rufous-throated Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila atrogularis,White-cheeked Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila crudigularis,Taiwan Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila mandellii,Chestnut-breasted Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila brunneopectus,Bar-backed Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila brunneopectus,Bar-backed Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila brunneopectus,Bar-backed Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila rufipectus,Sichuan Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila gingica,Collared Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila gingica,Collared Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila davidi,Orange-necked Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila cambodiana,Chestnut-headed Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila cambodiana,Chestnut-headed Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila cambodiana,Chestnut-headed Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila campbelli,Campbell's Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila rolli,Roll's Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila sumatrana,Sumatran Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila orientalis,Horsfield's Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila javanica,Chestnut-bellied Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila javanica,Chestnut-bellied Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila rubrirostris,Red-billed Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila hyperythra,Red-breasted Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila ardens,Hainan Hill Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila charltonii,Scaly-breasted Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila charltonii,Scaly-breasted Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila charltonii,Scaly-breasted Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila charltonii,Scaly-breasted Partridge
PHASIANIDAE,ARBOROPHILA,Arborophila charltonii,Scaly-breasted Partridge
